timestamp,station,temperature_c,feels_like_c,humidity_pct,wind_speed_ms,wind_gust_ms,solar_irradiance_wm2,pressure_hpa
2024-01-03T00:00,Bharati Station,-3.8,-10.9,50,25.1,33.8,180.0,973.7
2024-01-03T01:00,Bharati Station,-3.8,-11.1,53,26.8,36.0,266.0,972.8
2024-01-03T02:00,Bharati Station,-3.5,-10.6,52,25.3,35.6,367.0,972.8
2024-01-03T03:00,Bharati Station,-3.2,-9.9,51,22.5,33.1,466.0,972.6
2024-01-03T04:00,Bharati Station,-2.9,-9.1,49,20.8,29.9,553.0,972.5
2024-01-03T05:00,Bharati Station,-2.7,-8.2,46,18.9,27.0,618.0,972.4
2024-01-03T06:00,Bharati Station,-2.5,-7.3,45,15.9,24.8,673.0,972.2
2024-01-03T07:00,Bharati Station,-2.3,-6.3,44,12.2,20.9,703.0,972.0
2024-01-03T08:00,Bharati Station,-2.2,-5.6,42,8.7,16.6,690.0,971.6
2024-01-03T09:00,Bharati Station,-2.1,-5.3,42,5.7,12.6,613.0,971.4
2024-01-03T10:00,Bharati Station,-2.0,-5.1,42,2.9,8.6,545.0,971.2
2024-01-03T11:00,Bharati Station,-2.1,-5.6,45,3.0,5.8,503.0,970.8
2024-01-03T12:00,Bharati Station,-2.1,-5.8,48,1.9,5.4,414.0,970.5
2024-01-03T13:00,Bharati Station,-2.0,-5.8,56,3.4,7.2,300.0,970.7
2024-01-03T14:00,Bharati Station,-2.2,-5.9,61,3.9,5.0,201.0,970.8
2024-01-03T15:00,Bharati Station,-2.4,-6.6,60,7.0,9.0,120.0,970.7
2024-01-03T16:00,Bharati Station,-2.5,-7.4,54,10.6,13.3,71.0,970.6
2024-01-03T17:00,Bharati Station,-2.8,-8.4,52,15.1,19.4,25.0,970.5
2024-01-03T18:00,Bharati Station,-3.2,-9.3,52,18.4,23.8,7.0,970.7
2024-01-03T19:00,Bharati Station,-3.4,-9.7,51,19.5,25.6,2.0,970.7
2024-01-03T20:00,Bharati Station,-3.6,-10.2,50,21.3,28.1,3.0,970.6
2024-01-03T21:00,Bharati Station,-3.8,-10.5,50,22.0,29.2,8.0,970.6
2024-01-03T22:00,Bharati Station,-4.1,-10.7,49,21.7,29.2,23.0,970.5
2024-01-03T23:00,Bharati Station,-4.2,-10.8,49,21.3,28.8,70.0,970.3
2024-01-04T00:00,Bharati Station,-4.2,-10.8,46,20.9,28.4,148.0,970.0
2024-01-04T01:00,Bharati Station,-3.6,-10.7,49,24.7,32.8,227.0,968.7
2024-01-04T02:00,Bharati Station,-3.4,-10.3,48,23.4,32.8,312.0,968.3
2024-01-04T03:00,Bharati Station,-3.1,-9.8,48,21.9,30.6,391.0,967.9
2024-01-04T04:00,Bharati Station,-2.9,-8.8,48,18.4,28.4,461.0,967.6
2024-01-04T05:00,Bharati Station,-2.6,-7.3,47,13.7,24.1,550.0,967.1
2024-01-04T06:00,Bharati Station,-2.4,-5.9,45,8.2,18.0,612.0,966.8
2024-01-04T07:00,Bharati Station,-2.3,-4.6,44,1.4,11.5,606.0,966.4
2024-01-04T08:00,Bharati Station,-2.2,-5.5,50,7.9,10.4,635.0,966.0
2024-01-04T09:00,Bharati Station,-1.9,-5.5,57,10.7,14.0,654.0,965.6
2024-01-04T10:00,Bharati Station,-1.6,-5.3,63,10.2,14.0,612.0,965.1
2024-01-04T11:00,Bharati Station,-1.4,-5.2,70,8.6,13.0,545.0,964.6
2024-01-04T12:00,Bharati Station,-1.3,-5.2,76,7.5,10.8,457.0,964.2
2024-01-04T13:00,Bharati Station,-1.6,-5.3,79,6.3,9.4,351.0,964.7
2024-01-04T14:00,Bharati Station,-1.6,-5.0,82,4.8,7.2,252.0,964.5
2024-01-04T15:00,Bharati Station,-1.6,-5.0,81,4.8,5.4,147.0,964.4
2024-01-04T16:00,Bharati Station,-1.5,-5.1,77,5.2,5.8,81.0,964.1
2024-01-04T17:00,Bharati Station,-1.7,-5.2,74,4.8,5.8,40.0,963.9
2024-01-04T18:00,Bharati Station,-1.7,-5.1,68,3.0,5.4,15.0,964.0
2024-01-04T19:00,Bharati Station,-1.4,-4.9,58,2.3,3.2,8.0,964.3
2024-01-04T20:00,Bharati Station,-1.6,-5.3,71,5.0,5.0,7.0,964.7
2024-01-04T21:00,Bharati Station,-1.2,-5.4,69,8.3,9.4,13.0,965.1
2024-01-04T22:00,Bharati Station,-0.8,-5.6,70,12.9,14.8,15.0,965.3
2024-01-04T23:00,Bharati Station,-0.6,-5.6,73,14.8,18.0,6.0,965.7
2024-01-05T00:00,Bharati Station,-0.5,-5.3,74,14.5,18.0,11.0,965.8
2024-01-05T01:00,Bharati Station,-0.8,-6.6,81,21.6,26.6,1.0,966.3
2024-01-05T02:00,Bharati Station,-0.5,-6.6,78,23.3,28.4,36.0,966.7
2024-01-05T03:00,Bharati Station,-0.4,-6.8,77,25.3,31.7,43.0,967.2
2024-01-05T04:00,Bharati Station,-0.5,-6.5,78,23.1,31.7,42.0,967.5
2024-01-05T05:00,Bharati Station,-0.4,-6.0,78,20.1,28.4,77.0,967.6
2024-01-05T06:00,Bharati Station,-0.3,-5.5,77,17.1,24.5,152.0,967.8
2024-01-05T07:00,Bharati Station,-0.3,-4.8,77,14.5,20.2,272.0,968.3
2024-01-05T08:00,Bharati Station,-0.2,-4.4,77,12.4,17.3,242.0,968.3
2024-01-05T09:00,Bharati Station,-0.1,-4.4,78,11.1,14.8,207.0,968.3
2024-01-05T10:00,Bharati Station,-0.3,-4.2,80,10.4,13.0,381.0,968.3
2024-01-05T11:00,Bharati Station,-0.5,-4.5,82,10.0,12.2,276.0,968.1
2024-01-05T12:00,Bharati Station,-0.6,-4.5,83,9.2,11.9,209.0,967.9
2024-01-05T13:00,Bharati Station,-0.9,-5.4,90,14.1,16.9,35.0,968.9
2024-01-05T14:00,Bharati Station,-0.9,-5.4,90,13.7,17.3,10.0,968.7
2024-01-05T15:00,Bharati Station,-1.1,-5.2,89,10.9,16.6,51.0,968.4
2024-01-05T16:00,Bharati Station,-1.0,-5.1,86,10.4,13.0,15.0,968.5
2024-01-05T17:00,Bharati Station,-0.7,-4.9,80,11.2,13.0,2.0,968.4
2024-01-05T18:00,Bharati Station,-0.4,-5.0,78,13.2,15.5,0.0,968.7
2024-01-05T19:00,Bharati Station,-0.5,-4.9,79,12.0,15.5,0.0,968.8
2024-01-05T20:00,Bharati Station,-0.8,-4.9,81,9.8,13.7,0.0,969.3
2024-01-05T21:00,Bharati Station,-1.0,-4.9,82,8.9,11.5,0.0,969.4
2024-01-05T22:00,Bharati Station,-1.1,-5.1,83,8.9,10.4,0.0,969.6
2024-01-05T23:00,Bharati Station,-1.3,-5.7,85,11.8,13.7,0.0,970.1
2024-01-06T00:00,Bharati Station,-1.3,-6.0,85,14.1,16.9,2.0,970.1
2024-01-06T01:00,Bharati Station,-1.3,-6.7,85,19.2,23.4,2.0,970.0
2024-01-06T02:00,Bharati Station,-1.1,-6.9,87,22.2,27.0,14.0,970.1
2024-01-06T03:00,Bharati Station,-1.1,-7.3,88,25.3,31.3,40.0,970.5
2024-01-06T04:00,Bharati Station,-1.0,-7.6,88,27.6,34.6,45.0,970.9
2024-01-06T05:00,Bharati Station,-1.0,-7.4,87,26.7,35.3,34.0,971.4
2024-01-06T06:00,Bharati Station,-0.8,-7.1,86,26.0,33.5,47.0,971.3
2024-01-06T07:00,Bharati Station,-0.8,-7.0,86,24.6,32.0,68.0,971.6
2024-01-06T08:00,Bharati Station,-0.7,-6.8,85,24.3,30.6,107.0,972.1
2024-01-06T09:00,Bharati Station,-0.8,-6.7,85,23.5,30.2,146.0,972.3
2024-01-06T10:00,Bharati Station,-0.7,-6.5,85,21.9,28.8,157.0,972.4
2024-01-06T11:00,Bharati Station,-0.8,-6.4,86,21.4,27.0,96.0,972.6
2024-01-06T12:00,Bharati Station,-0.9,-6.4,88,20.9,27.0,56.0,972.7
2024-01-06T13:00,Bharati Station,-1.0,-6.4,88,19.2,23.8,15.0,973.2
2024-01-06T14:00,Bharati Station,-1.0,-7.1,86,24.1,28.8,23.0,973.3
2024-01-06T15:00,Bharati Station,-1.0,-7.8,84,28.3,34.9,22.0,973.6
2024-01-06T16:00,Bharati Station,-1.2,-8.1,83,29.3,37.1,19.0,973.9
2024-01-06T17:00,Bharati Station,-1.3,-7.9,83,26.6,37.1,11.0,974.3
2024-01-06T18:00,Bharati Station,-1.5,-7.3,83,21.9,33.1,1.0,974.7
2024-01-06T19:00,Bharati Station,-1.6,-6.9,84,17.8,27.4,1.0,975.1
2024-01-06T20:00,Bharati Station,-1.7,-6.4,84,13.5,22.0,2.0,975.4
2024-01-06T21:00,Bharati Station,-1.8,-5.7,84,8.3,16.6,3.0,975.8
2024-01-06T22:00,Bharati Station,-2.1,-5.1,87,2.6,10.4,8.0,976.3
2024-01-06T23:00,Bharati Station,-2.2,-5.6,87,5.4,6.8,26.0,976.4
2024-01-07T00:00,Bharati Station,-2.1,-5.9,85,7.0,9.4,80.0,976.4
2024-01-07T01:00,Bharati Station,-1.8,-5.3,78,5.2,6.1,65.0,976.8
2024-01-07T02:00,Bharati Station,-1.6,-5.6,78,8.2,10.1,69.0,976.9
2024-01-07T03:00,Bharati Station,-1.4,-5.4,81,8.5,10.4,157.0,977.0
2024-01-07T04:00,Bharati Station,-1.2,-5.1,81,8.0,10.4,189.0,977.2
2024-01-07T05:00,Bharati Station,-1.2,-4.7,82,6.0,9.4,245.0,977.5
2024-01-07T06:00,Bharati Station,-1.0,-4.5,82,5.4,7.2,291.0,977.8
2024-01-07T07:00,Bharati Station,-1.0,-4.6,81,6.6,7.6,259.0,978.0
2024-01-07T08:00,Bharati Station,-0.9,-4.7,82,8.1,9.7,308.0,978.3
2024-01-07T09:00,Bharati Station,-1.0,-4.1,83,8.7,10.4,546.0,978.3
2024-01-07T10:00,Bharati Station,-1.0,-4.1,83,7.9,10.4,577.0,978.3
2024-01-07T11:00,Bharati Station,-1.1,-4.4,85,6.4,9.4,525.0,978.4
2024-01-07T12:00,Bharati Station,-1.3,-4.5,87,4.5,7.9,439.0,978.4
2024-01-07T13:00,Bharati Station,-1.6,-6.5,84,14.9,20.5,113.0,978.6
2024-01-07T14:00,Bharati Station,-1.7,-6.4,81,13.4,18.4,78.0,978.5
2024-01-07T15:00,Bharati Station,-2.0,-6.6,78,12.3,16.9,44.0,978.5
2024-01-07T16:00,Bharati Station,-2.5,-7.2,79,12.1,15.8,24.0,978.5
2024-01-07T17:00,Bharati Station,-3.7,-8.6,84,14.0,19.1,15.0,978.6
2024-01-07T18:00,Bharati Station,-4.4,-9.5,82,14.5,20.5,7.0,978.5
2024-01-07T19:00,Bharati Station,-4.0,-9.0,74,12.7,20.5,3.0,978.4
2024-01-07T20:00,Bharati Station,-3.9,-8.8,69,11.9,18.0,4.0,978.5
2024-01-07T21:00,Bharati Station,-4.3,-9.4,68,12.9,18.0,14.0,978.6
2024-01-07T22:00,Bharati Station,-4.3,-9.4,67,12.7,18.7,36.0,978.4
2024-01-07T23:00,Bharati Station,-3.5,-8.4,62,11.5,18.4,83.0,978.4
2024-01-08T00:00,Bharati Station,-2.9,-8.2,49,13.0,16.9,156.0,978.2
2024-01-08T01:00,Bharati Station,-2.9,-9.9,55,25.2,32.4,247.0,977.5
2024-01-08T02:00,Bharati Station,-2.8,-9.6,54,24.2,32.8,329.0,977.4
2024-01-08T03:00,Bharati Station,-2.6,-9.0,53,20.9,31.3,418.0,977.3
2024-01-08T04:00,Bharati Station,-2.5,-8.3,54,18.0,27.0,500.0,977.0
2024-01-08T05:00,Bharati Station,-2.4,-7.6,57,17.1,23.8,570.0,976.9
2024-01-08T06:00,Bharati Station,-2.3,-6.7,56,14.5,22.3,647.0,976.6
2024-01-08T07:00,Bharati Station,-2.0,-5.8,52,11.5,19.1,685.0,976.4
2024-01-08T08:00,Bharati Station,-1.8,-4.7,47,5.9,15.1,687.0,976.2
2024-01-08T09:00,Bharati Station,-1.6,-3.7,43,0.4,8.3,664.0,975.9
2024-01-08T10:00,Bharati Station,-1.6,-4.7,48,4.8,6.5,619.0,975.6
2024-01-08T11:00,Bharati Station,-1.6,-5.4,54,6.2,8.6,543.0,975.8
2024-01-08T12:00,Bharati Station,-1.5,-5.4,58,4.7,8.6,455.0,975.9
2024-01-08T13:00,Bharati Station,-1.6,-5.4,67,5.8,6.1,359.0,975.7
2024-01-08T14:00,Bharati Station,-1.4,-5.8,61,8.9,10.4,260.0,976.1
2024-01-08T15:00,Bharati Station,-1.6,-6.4,60,11.3,13.3,170.0,976.3
2024-01-08T16:00,Bharati Station,-2.3,-7.5,63,14.1,18.0,98.0,976.6
2024-01-08T17:00,Bharati Station,-2.4,-7.8,61,15.3,19.8,46.0,976.9
2024-01-08T18:00,Bharati Station,-1.9,-7.7,53,17.4,21.6,18.0,977.1
2024-01-08T19:00,Bharati Station,-2.0,-8.5,53,21.8,27.7,7.0,977.4
2024-01-08T20:00,Bharati Station,-2.2,-9.2,53,25.1,31.7,7.0,977.6
2024-01-08T21:00,Bharati Station,-2.2,-9.3,54,25.7,32.8,16.0,977.8
2024-01-08T22:00,Bharati Station,-2.2,-9.3,57,27.0,34.6,43.0,978.1
2024-01-08T23:00,Bharati Station,-2.1,-9.1,59,26.4,34.6,92.0,978.8
2024-01-09T00:00,Bharati Station,-1.9,-8.7,58,24.6,33.5,162.0,979.1
2024-01-09T01:00,Bharati Station,-1.8,-8.8,59,26.2,36.0,249.0,978.2
2024-01-09T02:00,Bharati Station,-1.5,-8.1,60,24.1,32.8,347.0,978.4
2024-01-09T03:00,Bharati Station,-1.1,-7.5,53,22.2,31.3,443.0,978.5
2024-01-09T04:00,Bharati Station,-0.8,-6.5,56,19.1,27.7,530.0,978.7
2024-01-09T05:00,Bharati Station,-0.7,-5.4,59,15.9,23.4,602.0,979.0
2024-01-09T06:00,Bharati Station,-0.6,-4.4,62,12.1,19.4,652.0,978.8
2024-01-09T07:00,Bharati Station,-0.6,-3.3,68,7.4,14.0,680.0,978.9
2024-01-09T08:00,Bharati Station,0.1,-2.0,51,1.9,8.6,682.0,979.0
2024-01-09T09:00,Bharati Station,-0.6,-3.0,72,5.2,5.4,657.0,978.9
2024-01-09T10:00,Bharati Station,-0.5,-3.4,72,6.1,6.8,607.0,979.0
2024-01-09T11:00,Bharati Station,-0.5,-3.6,72,4.8,6.8,535.0,979.1
2024-01-09T12:00,Bharati Station,-0.3,-3.8,68,4.3,5.4,446.0,979.0
2024-01-09T13:00,Bharati Station,-0.5,-4.1,69,5.6,6.1,325.0,979.6
2024-01-09T14:00,Bharati Station,-0.6,-4.6,68,8.2,9.0,185.0,979.4
2024-01-09T15:00,Bharati Station,-0.7,-5.0,65,9.3,10.8,83.0,979.3
2024-01-09T16:00,Bharati Station,-1.1,-5.8,60,11.2,13.3,25.0,978.9
2024-01-09T17:00,Bharati Station,-1.8,-6.8,61,12.7,16.2,12.0,978.7
2024-01-09T18:00,Bharati Station,-2.2,-7.4,61,13.8,18.0,1.0,978.4
2024-01-09T19:00,Bharati Station,-2.4,-7.5,59,13.4,18.4,0.0,978.4
2024-01-09T20:00,Bharati Station,-2.6,-7.7,59,13.0,18.0,0.0,978.2
2024-01-09T21:00,Bharati Station,-2.8,-7.9,59,12.6,17.6,0.0,978.1
2024-01-09T22:00,Bharati Station,-2.7,-7.6,57,11.8,16.9,5.0,978.1
2024-01-09T23:00,Bharati Station,-2.5,-7.5,54,11.6,16.2,31.0,978.1
2024-01-10T00:00,Bharati Station,-2.2,-7.5,51,13.3,17.3,103.0,978.0
2024-01-10T01:00,Bharati Station,-2.1,-8.5,52,21.2,27.0,179.0,977.0
2024-01-10T02:00,Bharati Station,-2.1,-8.5,52,21.3,27.4,305.0,976.6
2024-01-10T03:00,Bharati Station,-2.0,-8.4,52,21.6,28.1,413.0,976.4
2024-01-10T04:00,Bharati Station,-1.8,-7.9,51,20.3,27.7,510.0,976.4
2024-01-10T05:00,Bharati Station,-1.6,-7.2,50,19.3,25.9,591.0,976.4
2024-01-10T06:00,Bharati Station,-1.6,-6.7,51,18.5,24.8,643.0,976.0
2024-01-10T07:00,Bharati Station,-1.5,-6.5,52,18.4,23.4,670.0,975.8
2024-01-10T08:00,Bharati Station,-1.4,-6.4,55,19.2,24.1,667.0,975.5
2024-01-10T09:00,Bharati Station,-1.3,-6.6,57,20.3,25.6,634.0,975.1
2024-01-10T10:00,Bharati Station,-1.2,-6.7,62,19.8,25.6,562.0,974.8
2024-01-10T11:00,Bharati Station,-1.2,-6.6,67,18.2,25.2,495.0,974.7
2024-01-10T12:00,Bharati Station,-1.2,-6.4,71,15.6,23.0,406.0,974.4
2024-01-10T13:00,Bharati Station,-1.6,-5.1,81,5.4,11.5,341.0,974.4
2024-01-10T14:00,Bharati Station,-1.8,-5.0,80,2.6,6.5,248.0,974.0
2024-01-10T15:00,Bharati Station,-1.9,-4.9,79,1.5,3.6,154.0,973.6
2024-01-10T16:00,Bharati Station,-2.4,-5.8,80,4.0,5.4,89.0,973.3
2024-01-10T17:00,Bharati Station,-3.4,-7.7,76,9.0,12.2,31.0,973.3
2024-01-10T18:00,Bharati Station,-4.5,-9.6,70,13.0,18.4,10.0,972.8
2024-01-10T19:00,Bharati Station,-4.5,-9.7,67,13.6,19.4,2.0,972.6
2024-01-10T20:00,Bharati Station,-3.8,-9.2,58,14.5,20.2,0.0,972.8
2024-01-10T21:00,Bharati Station,-3.5,-9.4,50,17.3,22.7,0.0,972.7
2024-01-10T22:00,Bharati Station,-3.4,-9.6,52,19.1,25.6,3.0,972.9
2024-01-10T23:00,Bharati Station,-3.4,-9.9,49,20.6,27.4,10.0,972.7
2024-01-11T00:00,Bharati Station,-3.4,-10.0,48,21.7,28.8,20.0,972.5
2024-01-11T01:00,Bharati Station,-3.2,-10.6,49,26.8,35.3,20.0,972.2
2024-01-11T02:00,Bharati Station,-3.2,-10.4,50,26.1,35.6,67.0,972.0
2024-01-11T03:00,Bharati Station,-3.0,-10.1,50,25.3,34.9,105.0,972.3
2024-01-11T04:00,Bharati Station,-2.7,-9.4,49,22.7,33.5,176.0,972.4
2024-01-11T05:00,Bharati Station,-2.5,-8.8,48,20.1,29.9,212.0,972.5
2024-01-11T06:00,Bharati Station,-2.3,-8.5,49,19.5,26.6,234.0,972.5
2024-01-11T07:00,Bharati Station,-2.1,-8.1,52,19.3,25.6,244.0,972.9
2024-01-11T08:00,Bharati Station,-2.0,-8.1,59,20.0,25.6,181.0,973.1
2024-01-11T09:00,Bharati Station,-2.1,-8.0,64,19.3,25.9,103.0,973.2
2024-01-11T10:00,Bharati Station,-2.1,-7.7,61,17.3,25.2,94.0,973.4
2024-01-11T11:00,Bharati Station,-2.0,-7.3,58,14.6,22.3,41.0,973.6
2024-01-11T12:00,Bharati Station,-1.7,-7.0,58,14.1,19.1,3.0,973.6
2024-01-11T13:00,Bharati Station,-1.4,-6.8,63,16.6,20.9,8.0,973.2
2024-01-11T14:00,Bharati Station,-1.1,-6.5,70,17.8,21.6,2.0,973.2
2024-01-11T15:00,Bharati Station,-0.8,-7.4,74,26.6,31.7,0.0,973.3
2024-01-11T16:00,Bharati Station,-1.1,-8.6,83,33.3,41.8,0.0,973.8
2024-01-11T17:00,Bharati Station,-1.0,-8.5,89,33.8,43.6,0.0,974.3
2024-01-11T18:00,Bharati Station,-0.9,-8.2,89,33.3,43.2,0.0,974.8
2024-01-11T19:00,Bharati Station,-0.7,-8.0,89,33.0,42.1,0.0,975.0
2024-01-11T20:00,Bharati Station,-0.8,-8.6,89,36.7,46.4,0.0,975.7
2024-01-11T21:00,Bharati Station,-0.8,-8.9,88,38.6,49.7,0.0,976.0
2024-01-11T22:00,Bharati Station,-0.6,-8.7,86,38.5,49.7,0.0,976.7
2024-01-11T23:00,Bharati Station,-0.6,-8.8,85,39.0,50.0,0.0,977.3
2024-01-12T00:00,Bharati Station,-0.6,-9.1,84,40.6,51.8,1.0,977.6
2024-01-12T01:00,Bharati Station,-0.4,-9.2,89,43.5,56.5,1.0,977.0
2024-01-12T02:00,Bharati Station,-0.4,-8.9,90,41.6,55.8,0.0,977.6
2024-01-12T03:00,Bharati Station,-0.3,-8.7,91,41.1,53.6,6.0,978.4
2024-01-12T04:00,Bharati Station,-0.3,-8.7,91,41.3,52.9,3.0,979.1
2024-01-12T05:00,Bharati Station,-0.4,-9.0,89,42.4,55.4,0.0,979.9
2024-01-12T06:00,Bharati Station,-0.4,-8.7,88,40.3,54.7,7.0,980.5
2024-01-12T07:00,Bharati Station,-0.3,-8.8,88,41.3,52.9,11.0,981.0
2024-01-12T08:00,Bharati Station,-0.2,-8.2,86,37.4,52.9,15.0,981.3
2024-01-12T09:00,Bharati Station,-0.1,-7.7,83,34.8,47.9,43.0,981.5
2024-01-12T10:00,Bharati Station,-0.2,-7.4,84,32.5,43.9,46.0,981.7
2024-01-12T11:00,Bharati Station,-0.2,-7.0,84,29.4,41.4,61.0,981.9
2024-01-12T12:00,Bharati Station,-0.2,-6.5,83,26.1,36.7,15.0,981.8
2024-01-12T13:00,Bharati Station,-0.1,-5.6,83,20.5,26.3,44.0,981.6
2024-01-12T14:00,Bharati Station,-0.2,-5.7,84,20.5,25.6,25.0,981.6
2024-01-12T15:00,Bharati Station,-0.2,-5.5,83,18.6,25.2,20.0,981.4
2024-01-12T16:00,Bharati Station,-0.3,-5.1,82,15.5,22.7,2.0,981.2
2024-01-12T17:00,Bharati Station,-0.3,-5.0,80,13.9,18.7,0.0,980.8
2024-01-12T18:00,Bharati Station,-0.4,-5.0,76,13.0,16.9,0.0,980.6
2024-01-12T19:00,Bharati Station,-0.4,-5.4,67,14.4,16.9,0.0,980.2
2024-01-12T20:00,Bharati Station,-0.4,-5.8,61,16.6,20.2,0.0,979.7
2024-01-12T21:00,Bharati Station,-0.5,-5.7,61,15.1,20.5,0.0,979.2
2024-01-12T22:00,Bharati Station,-0.6,-5.5,60,12.9,18.4,0.0,978.5
2024-01-12T23:00,Bharati Station,-0.8,-5.5,59,11.4,15.8,4.0,977.9
2024-01-13T00:00,Bharati Station,-0.8,-5.4,59,10.3,13.7,13.0,976.9
2024-01-13T01:00,Bharati Station,-0.6,-5.8,63,14.9,22.3,48.0,975.3
2024-01-13T02:00,Bharati Station,-0.7,-4.7,70,8.0,18.0,102.0,974.4
2024-01-13T03:00,Bharati Station,-0.6,-3.9,70,3.2,9.0,128.0,973.3
2024-01-13T04:00,Bharati Station,-0.4,-4.4,68,7.6,8.6,128.0,972.2
2024-01-13T05:00,Bharati Station,-0.2,-4.7,69,11.6,13.3,288.0,971.0
2024-01-13T06:00,Bharati Station,-0.1,-4.3,72,13.2,15.5,401.0,970.0
2024-01-13T07:00,Bharati Station,0.1,-3.8,75,12.9,15.8,439.0,969.2
2024-01-13T08:00,Bharati Station,0.1,-3.1,78,9.7,15.5,474.0,968.4
2024-01-13T09:00,Bharati Station,0.0,-3.3,80,10.6,12.2,554.0,967.8
2024-01-13T10:00,Bharati Station,-0.2,-4.2,83,12.8,15.5,474.0,967.6
2024-01-13T11:00,Bharati Station,-0.4,-4.0,85,7.9,15.5,359.0,967.6
2024-01-13T12:00,Bharati Station,0.2,-2.6,78,1.1,9.4,266.0,967.9
