timestamp,station,temperature_c,feels_like_c,humidity_pct,wind_speed_ms,wind_gust_ms,solar_irradiance_wm2,pressure_hpa,solar_output_kw,wind_output_kw,heating_demand_kw,station_load_kw,net_balance_kw,battery_soc_pct,generator_output_kw,renewable_share_pct
2024-01-01T15:00,Bharati Station,-1.5,-6.1,63,10.2,12.2,117.0,971.8,5.8,36.7,7.0,44.7,-2.2,48.32,0.0,95.1
2024-01-01T16:00,Bharati Station,-1.7,-6.8,56,13.4,15.8,69.0,971.9,3.4,57.0,7.1,44.8,15.6,52.02,0.0,100.0
2024-01-01T17:00,Bharati Station,-1.8,-7.7,53,18.0,22.0,39.0,971.9,2.0,57.0,7.3,45.0,14.0,55.35,0.0,100.0
2024-01-01T18:00,Bharati Station,-2.3,-8.7,56,21.6,26.6,22.0,972.1,1.1,57.0,7.5,45.2,12.9,58.41,0.0,100.0
2024-01-01T19:00,Bharati Station,-2.5,-9.3,54,23.8,29.9,11.0,972.3,0.6,0.0,7.5,45.2,-44.6,46.7,0.0,1.3
2024-01-01T20:00,Bharati Station,-2.7,-10.1,54,28.1,35.6,12.0,972.6,0.6,0.0,7.7,45.4,-44.8,34.94,0.0,1.3
2024-01-01T21:00,Bharati Station,-2.9,-10.5,55,29.6,38.5,24.0,972.7,1.2,0.0,7.8,45.5,-44.3,23.31,0.0,2.6
2024-01-01T22:00,Bharati Station,-3.0,-10.6,54,29.6,38.9,54.0,973.0,2.7,0.0,7.8,45.5,-42.8,19.83,29.6,5.9
2024-01-01T23:00,Bharati Station,-3.1,-10.9,51,30.4,40.0,105.0,973.2,5.2,0.0,7.9,45.6,-40.4,19.83,40.4,11.4
2024-01-02T00:00,Bharati Station,-3.1,-10.8,51,29.8,39.6,178.0,973.4,8.8,0.0,7.8,45.5,-36.7,19.83,36.7,19.3
2024-01-02T01:00,Bharati Station,-3.1,-11.3,50,32.4,44.3,219.0,973.3,10.8,0.0,7.9,45.6,-34.8,19.83,34.8,23.7
2024-01-02T02:00,Bharati Station,-2.9,-10.7,50,29.8,42.5,333.0,973.4,16.2,0.0,7.8,45.5,-29.3,19.83,29.3,35.6
2024-01-02T03:00,Bharati Station,-2.7,-10.1,49,26.9,38.9,448.0,973.6,21.5,0.0,7.7,45.4,-23.9,19.83,23.9,47.4
2024-01-02T04:00,Bharati Station,-2.5,-9.0,48,23.1,34.6,520.0,973.8,24.7,0.0,7.5,45.2,-20.5,19.83,20.5,54.6
2024-01-02T05:00,Bharati Station,-2.3,-7.9,48,19.2,29.9,566.0,974.0,26.8,0.0,7.4,45.1,-18.3,19.83,18.3,59.4
2024-01-02T06:00,Bharati Station,-2.2,-6.7,47,15.1,24.8,657.0,973.9,30.7,57.0,7.2,44.9,42.8,29.99,0.0,100.0
2024-01-02T07:00,Bharati Station,-2.0,-5.7,46,10.9,19.8,699.0,974.0,32.5,45.0,7.1,44.8,32.7,37.76,0.0,100.0
2024-01-02T08:00,Bharati Station,-1.9,-5.0,45,7.3,14.4,701.0,973.9,32.6,11.8,7.0,44.7,-0.3,37.68,0.0,99.3
2024-01-02T09:00,Bharati Station,-1.8,-4.5,44,4.0,10.1,676.0,973.9,31.5,0.5,6.8,44.5,-12.5,34.4,0.0,71.9
2024-01-02T10:00,Bharati Station,-1.8,-4.6,44,2.6,6.5,624.0,973.7,29.2,0.0,6.8,44.5,-15.3,30.38,0.0,65.6
2024-01-02T11:00,Bharati Station,-1.7,-5.1,46,3.2,5.0,551.0,973.6,26.0,0.0,6.8,44.5,-18.5,25.52,0.0,58.4
2024-01-02T12:00,Bharati Station,-1.6,-5.4,49,3.2,5.0,464.0,973.4,22.1,0.0,6.8,44.5,-22.4,19.72,0.3,49.7
2024-01-02T13:00,Bharati Station,-1.6,-5.8,68,8.1,9.7,366.0,973.4,17.7,17.2,6.9,44.6,-9.7,19.72,9.7,78.3
2024-01-02T14:00,Bharati Station,-1.8,-6.0,67,8.1,9.7,269.0,973.3,13.1,17.2,7.0,44.7,-14.4,19.72,14.4,67.8
2024-01-02T15:00,Bharati Station,-2.1,-6.6,62,9.4,11.9,179.0,973.3,8.8,28.3,7.0,44.7,-7.6,19.72,7.6,83.0
2024-01-02T16:00,Bharati Station,-2.2,-7.4,57,13.1,16.2,106.0,973.3,5.3,57.0,7.2,44.9,17.4,23.85,0.0,100.0
2024-01-02T17:00,Bharati Station,-2.4,-8.1,52,16.0,20.5,53.0,973.4,2.7,57.0,7.3,45.0,14.7,27.34,0.0,100.0
2024-01-02T18:00,Bharati Station,-2.8,-9.1,50,19.9,24.8,24.0,973.4,1.2,57.0,7.5,45.2,13.0,30.43,0.0,100.0
2024-01-02T19:00,Bharati Station,-3.1,-9.7,51,22.5,28.8,12.0,973.5,0.6,0.0,7.6,45.3,-44.7,19.48,3.0,1.3
2024-01-02T20:00,Bharati Station,-3.4,-10.5,53,25.2,32.4,12.0,973.8,0.6,0.0,7.7,45.4,-44.8,19.48,44.8,1.3
2024-01-02T21:00,Bharati Station,-3.6,-10.7,53,25.6,33.8,23.0,973.8,1.2,0.0,7.8,45.5,-44.3,19.48,44.3,2.6
2024-01-02T22:00,Bharati Station,-3.8,-11.0,50,25.6,33.8,52.0,974.0,2.6,0.0,7.8,45.5,-42.9,19.48,42.9,5.7
2024-01-02T23:00,Bharati Station,-3.8,-11.0,49,25.7,33.8,106.0,973.9,5.3,0.0,7.8,45.5,-40.2,19.48,40.2,11.6
2024-01-03T00:00,Bharati Station,-3.8,-10.9,50,25.1,33.8,180.0,973.7,8.9,0.0,7.8,45.5,-36.6,19.48,36.6,19.6
2024-01-03T01:00,Bharati Station,-3.8,-11.1,53,26.8,36.0,266.0,972.8,13.1,0.0,7.8,45.5,-32.4,19.48,32.4,28.8
2024-01-03T02:00,Bharati Station,-3.5,-10.6,52,25.3,35.6,367.0,972.8,17.8,0.0,7.7,45.4,-27.6,19.48,27.6,39.2
2024-01-03T03:00,Bharati Station,-3.2,-9.9,51,22.5,33.1,466.0,972.6,22.4,0.0,7.6,45.3,-22.9,19.48,22.9,49.4
2024-01-03T04:00,Bharati Station,-2.9,-9.1,49,20.8,29.9,553.0,972.5,26.2,0.0,7.5,45.2,-19.0,19.48,19.0,58.0
2024-01-03T05:00,Bharati Station,-2.7,-8.2,46,18.9,27.0,618.0,972.4,29.1,57.0,7.4,45.1,41.0,29.22,0.0,100.0
2024-01-03T06:00,Bharati Station,-2.5,-7.3,45,15.9,24.8,673.0,972.2,31.4,57.0,7.3,45.0,43.4,39.53,0.0,100.0
2024-01-03T07:00,Bharati Station,-2.3,-6.3,44,12.2,20.9,703.0,972.0,32.7,57.0,7.2,44.9,44.8,50.17,0.0,100.0
2024-01-03T08:00,Bharati Station,-2.2,-5.6,42,8.7,16.6,690.0,971.6,32.1,22.0,7.0,44.7,9.4,52.4,0.0,100.0
2024-01-03T09:00,Bharati Station,-2.1,-5.3,42,5.7,12.6,613.0,971.4,28.8,4.2,6.9,44.6,-11.6,49.36,0.0,74.0
2024-01-03T10:00,Bharati Station,-2.0,-5.1,42,2.9,8.6,545.0,971.2,25.8,0.0,6.8,44.5,-18.7,44.45,0.0,58.0
2024-01-03T11:00,Bharati Station,-2.1,-5.6,45,3.0,5.8,503.0,970.8,23.9,0.0,6.8,44.5,-20.6,39.04,0.0,53.7
2024-01-03T12:00,Bharati Station,-2.1,-5.8,48,1.9,5.4,414.0,970.5,19.9,0.0,6.8,44.5,-24.6,32.58,0.0,44.7
2024-01-03T13:00,Bharati Station,-2.0,-5.8,56,3.4,7.2,300.0,970.7,14.6,0.1,6.8,44.5,-29.8,24.76,0.0,33.0
2024-01-03T14:00,Bharati Station,-2.2,-5.9,61,3.9,5.0,201.0,970.8,9.9,0.4,6.9,44.6,-34.3,19.76,15.3,23.1
2024-01-03T15:00,Bharati Station,-2.4,-6.6,60,7.0,9.0,120.0,970.7,6.0,10.1,7.0,44.7,-28.6,19.76,28.6,36.0
2024-01-03T16:00,Bharati Station,-2.5,-7.4,54,10.6,13.3,71.0,970.6,3.5,41.4,7.1,44.8,0.1,19.78,0.0,100.0
2024-01-03T17:00,Bharati Station,-2.8,-8.4,52,15.1,19.4,25.0,970.5,1.3,57.0,7.3,45.0,13.3,22.94,0.0,100.0
2024-01-03T18:00,Bharati Station,-3.2,-9.3,52,18.4,23.8,7.0,970.7,0.4,57.0,7.5,45.2,12.2,25.84,0.0,100.0
2024-01-03T19:00,Bharati Station,-3.4,-9.7,51,19.5,25.6,2.0,970.7,0.1,57.0,7.5,45.2,11.9,28.67,0.0,100.0
2024-01-03T20:00,Bharati Station,-3.6,-10.2,50,21.3,28.1,3.0,970.6,0.2,0.0,7.6,45.3,-45.1,19.57,10.4,0.4
2024-01-03T21:00,Bharati Station,-3.8,-10.5,50,22.0,29.2,8.0,970.6,0.4,0.0,7.7,45.4,-45.0,19.57,45.0,0.9
2024-01-03T22:00,Bharati Station,-4.1,-10.7,49,21.7,29.2,23.0,970.5,1.2,0.0,7.7,45.4,-44.2,19.57,44.2,2.6
2024-01-03T23:00,Bharati Station,-4.2,-10.8,49,21.3,28.8,70.0,970.3,3.5,0.0,7.7,45.4,-41.9,19.57,41.9,7.7
2024-01-04T00:00,Bharati Station,-4.2,-10.8,46,20.9,28.4,148.0,970.0,7.4,0.0,7.7,45.4,-38.0,19.57,38.0,16.3
2024-01-04T01:00,Bharati Station,-3.6,-10.7,49,24.7,32.8,227.0,968.7,11.2,0.0,7.7,45.4,-34.2,19.57,34.2,24.7
2024-01-04T02:00,Bharati Station,-3.4,-10.3,48,23.4,32.8,312.0,968.3,15.2,0.0,7.7,45.4,-30.2,19.57,30.2,33.5
2024-01-04T03:00,Bharati Station,-3.1,-9.8,48,21.9,30.6,391.0,967.9,18.9,0.0,7.6,45.3,-26.4,19.57,26.4,41.7
2024-01-04T04:00,Bharati Station,-2.9,-8.8,48,18.4,28.4,461.0,967.6,22.1,0.0,7.4,45.1,-23.0,19.57,23.0,49.0
2024-01-04T05:00,Bharati Station,-2.6,-7.3,47,13.7,24.1,550.0,967.1,26.1,57.0,7.2,44.9,38.2,28.64,0.0,100.0
2024-01-04T06:00,Bharati Station,-2.4,-5.9,45,8.2,18.0,612.0,966.8,28.8,17.9,7.0,44.7,2.0,29.12,0.0,100.0
2024-01-04T07:00,Bharati Station,-2.3,-4.6,44,1.4,11.5,606.0,966.4,28.5,0.0,6.8,44.5,-16.0,24.92,0.0,64.0
2024-01-04T08:00,Bharati Station,-2.2,-5.5,50,7.9,10.4,635.0,966.0,29.8,15.7,7.0,44.7,0.8,25.11,0.0,100.0
2024-01-04T09:00,Bharati Station,-1.9,-5.5,57,10.7,14.0,654.0,965.6,30.6,42.6,7.1,44.8,28.4,31.85,0.0,100.0
2024-01-04T10:00,Bharati Station,-1.6,-5.3,63,10.2,14.0,612.0,965.1,28.7,36.7,7.0,44.7,20.7,36.77,0.0,100.0
2024-01-04T11:00,Bharati Station,-1.4,-5.2,70,8.6,13.0,545.0,964.6,25.7,21.1,6.9,44.6,2.2,37.29,0.0,100.0
2024-01-04T12:00,Bharati Station,-1.3,-5.2,76,7.5,10.8,457.0,964.2,21.8,13.1,6.9,44.6,-9.7,34.74,0.0,78.3
2024-01-04T13:00,Bharati Station,-1.6,-5.3,79,6.3,9.4,351.0,964.7,17.0,6.6,6.9,44.6,-21.0,29.23,0.0,52.9
2024-01-04T14:00,Bharati Station,-1.6,-5.0,82,4.8,7.2,252.0,964.5,12.3,1.7,6.8,44.5,-30.5,21.22,0.0,31.5
2024-01-04T15:00,Bharati Station,-1.6,-5.0,81,4.8,5.4,147.0,964.4,7.3,1.7,6.8,44.5,-35.5,19.94,30.6,20.2
2024-01-04T16:00,Bharati Station,-1.5,-5.1,77,5.2,5.8,81.0,964.1,4.0,2.7,6.8,44.5,-37.8,19.94,37.8,15.1
2024-01-04T17:00,Bharati Station,-1.7,-5.2,74,4.8,5.8,40.0,963.9,2.0,1.7,6.9,44.6,-40.9,19.94,40.9,8.3
2024-01-04T18:00,Bharati Station,-1.7,-5.1,68,3.0,5.4,15.0,964.0,0.8,0.0,6.8,44.5,-43.7,19.94,43.7,1.8
2024-01-04T19:00,Bharati Station,-1.4,-4.9,58,2.3,3.2,8.0,964.3,0.4,0.0,6.7,44.4,-44.0,19.94,44.0,0.9
2024-01-04T20:00,Bharati Station,-1.6,-5.3,71,5.0,5.0,7.0,964.7,0.4,2.2,6.8,44.5,-41.9,19.94,41.9,5.8
2024-01-04T21:00,Bharati Station,-1.2,-5.4,69,8.3,9.4,13.0,965.1,0.7,18.7,6.9,44.6,-25.2,19.94,25.2,43.5
2024-01-04T22:00,Bharati Station,-0.8,-5.6,70,12.9,14.8,15.0,965.3,0.7,57.0,7.0,44.7,13.0,23.03,0.0,100.0
2024-01-04T23:00,Bharati Station,-0.6,-5.6,73,14.8,18.0,6.0,965.7,0.3,57.0,7.0,44.7,12.6,26.02,0.0,100.0
2024-01-05T00:00,Bharati Station,-0.5,-5.3,74,14.5,18.0,11.0,965.8,0.5,57.0,7.0,44.7,12.8,29.06,0.0,100.0
2024-01-05T01:00,Bharati Station,-0.8,-6.6,81,21.6,26.6,1.0,966.3,0.1,57.0,7.2,44.9,12.2,31.96,0.0,100.0
2024-01-05T02:00,Bharati Station,-0.5,-6.6,78,23.3,28.4,36.0,966.7,1.8,0.0,7.3,45.0,-43.2,20.62,0.0,4.0
2024-01-05T03:00,Bharati Station,-0.4,-6.8,77,25.3,31.7,43.0,967.2,2.1,0.0,7.3,45.0,-42.9,19.97,40.4,4.7
2024-01-05T04:00,Bharati Station,-0.5,-6.5,78,23.1,31.7,42.0,967.5,2.1,0.0,7.2,44.9,-42.8,19.97,42.8,4.7
2024-01-05T05:00,Bharati Station,-0.4,-6.0,78,20.1,28.4,77.0,967.6,3.8,0.0,7.1,44.8,-41.0,19.97,41.0,8.5
2024-01-05T06:00,Bharati Station,-0.3,-5.5,77,17.1,24.5,152.0,967.8,7.5,57.0,7.0,44.7,19.8,24.67,0.0,100.0
2024-01-05T07:00,Bharati Station,-0.3,-4.8,77,14.5,20.2,272.0,968.3,13.2,57.0,7.0,44.7,25.5,30.73,0.0,100.0
2024-01-05T08:00,Bharati Station,-0.2,-4.4,77,12.4,17.3,242.0,968.3,11.8,57.0,6.9,44.6,24.2,36.48,0.0,100.0
2024-01-05T09:00,Bharati Station,-0.1,-4.4,78,11.1,14.8,207.0,968.3,10.1,47.6,6.8,44.5,13.2,39.61,0.0,100.0
2024-01-05T10:00,Bharati Station,-0.3,-4.2,80,10.4,13.0,381.0,968.3,18.3,39.0,6.9,44.6,12.7,42.63,0.0,100.0
2024-01-05T11:00,Bharati Station,-0.5,-4.5,82,10.0,12.2,276.0,968.1,13.4,34.5,6.9,44.6,3.3,43.41,0.0,100.0
2024-01-05T12:00,Bharati Station,-0.6,-4.5,83,9.2,11.9,209.0,967.9,10.2,26.4,6.9,44.6,-8.0,41.31,0.0,82.1
2024-01-05T13:00,Bharati Station,-0.9,-5.4,90,14.1,16.9,35.0,968.9,1.7,57.0,7.0,44.7,14.0,44.64,0.0,100.0
2024-01-05T14:00,Bharati Station,-0.9,-5.4,90,13.7,17.3,10.0,968.7,0.5,57.0,7.0,44.7,12.8,47.68,0.0,100.0
2024-01-05T15:00,Bharati Station,-1.1,-5.2,89,10.9,16.6,51.0,968.4,2.5,45.0,7.0,44.7,2.8,48.34,0.0,100.0
2024-01-05T16:00,Bharati Station,-1.0,-5.1,86,10.4,13.0,15.0,968.5,0.8,39.0,6.9,44.6,-4.8,47.08,0.0,89.2
2024-01-05T17:00,Bharati Station,-0.7,-4.9,80,11.2,13.0,2.0,968.4,0.1,48.9,6.9,44.6,4.4,48.12,0.0,100.0
2024-01-05T18:00,Bharati Station,-0.4,-5.0,78,13.2,15.5,0.0,968.7,0.0,57.0,6.9,44.6,12.4,51.06,0.0,100.0
2024-01-05T19:00,Bharati Station,-0.5,-4.9,79,12.0,15.5,0.0,968.8,0.0,57.0,6.9,44.6,12.4,54.0,0.0,100.0
2024-01-05T20:00,Bharati Station,-0.8,-4.9,81,9.8,13.7,0.0,969.3,0.0,32.4,6.9,44.6,-12.2,50.8,0.0,72.6
2024-01-05T21:00,Bharati Station,-1.0,-4.9,82,8.9,11.5,0.0,969.4,0.0,23.7,6.9,44.6,-20.9,45.31,0.0,53.1
2024-01-05T22:00,Bharati Station,-1.1,-5.1,83,8.9,10.4,0.0,969.6,0.0,23.7,6.9,44.6,-20.9,39.82,0.0,53.1
2024-01-05T23:00,Bharati Station,-1.3,-5.7,85,11.8,13.7,0.0,970.1,0.0,57.1,7.0,44.7,12.4,42.76,0.0,100.0
2024-01-06T00:00,Bharati Station,-1.3,-6.0,85,14.1,16.9,2.0,970.1,0.1,57.0,7.1,44.8,12.3,45.68,0.0,100.0
2024-01-06T01:00,Bharati Station,-1.3,-6.7,85,19.2,23.4,2.0,970.0,0.1,57.0,7.2,44.9,12.2,48.58,0.0,100.0
2024-01-06T02:00,Bharati Station,-1.1,-6.9,87,22.2,27.0,14.0,970.1,0.7,57.0,7.3,45.0,12.7,51.6,0.0,100.0
2024-01-06T03:00,Bharati Station,-1.1,-7.3,88,25.3,31.3,40.0,970.5,2.0,0.0,7.4,45.1,-43.1,40.29,0.0,4.4
2024-01-06T04:00,Bharati Station,-1.0,-7.6,88,27.6,34.6,45.0,970.9,2.2,0.0,7.5,45.2,-43.0,29.0,0.0,4.9
2024-01-06T05:00,Bharati Station,-1.0,-7.4,87,26.7,35.3,34.0,971.4,1.7,0.0,7.4,45.1,-43.4,19.55,7.4,3.8
2024-01-06T06:00,Bharati Station,-0.8,-7.1,86,26.0,33.5,47.0,971.3,2.3,0.0,7.4,45.1,-42.8,19.55,42.8,5.1
2024-01-06T07:00,Bharati Station,-0.8,-7.0,86,24.6,32.0,68.0,971.6,3.4,0.0,7.3,45.0,-41.6,19.55,41.6,7.6
2024-01-06T08:00,Bharati Station,-0.7,-6.8,85,24.3,30.6,107.0,972.1,5.3,0.0,7.3,45.0,-39.7,19.55,39.7,11.8
2024-01-06T09:00,Bharati Station,-0.8,-6.7,85,23.5,30.2,146.0,972.3,7.2,0.0,7.3,45.0,-37.8,19.55,37.8,16.0
2024-01-06T10:00,Bharati Station,-0.7,-6.5,85,21.9,28.8,157.0,972.4,7.7,0.0,7.2,44.9,-37.2,19.55,37.2,17.1
2024-01-06T11:00,Bharati Station,-0.8,-6.4,86,21.4,27.0,96.0,972.6,4.8,57.0,7.2,44.9,16.9,23.56,0.0,100.0
2024-01-06T12:00,Bharati Station,-0.9,-6.4,88,20.9,27.0,56.0,972.7,2.8,57.0,7.2,44.9,14.9,27.1,0.0,100.0
2024-01-06T13:00,Bharati Station,-1.0,-6.4,88,19.2,23.8,15.0,973.2,0.8,57.0,7.2,44.9,12.9,30.16,0.0,100.0
2024-01-06T14:00,Bharati Station,-1.0,-7.1,86,24.1,28.8,23.0,973.3,1.1,0.0,7.3,45.0,-43.9,19.49,3.3,2.4
2024-01-06T15:00,Bharati Station,-1.0,-7.8,84,28.3,34.9,22.0,973.6,1.1,0.0,7.5,45.2,-44.1,19.49,44.1,2.4
2024-01-06T16:00,Bharati Station,-1.2,-8.1,83,29.3,37.1,19.0,973.9,1.0,0.0,7.5,45.2,-44.2,19.49,44.2,2.2
2024-01-06T17:00,Bharati Station,-1.3,-7.9,83,26.6,37.1,11.0,974.3,0.6,0.0,7.5,45.2,-44.6,19.49,44.6,1.3
2024-01-06T18:00,Bharati Station,-1.5,-7.3,83,21.9,33.1,1.0,974.7,0.1,0.0,7.3,45.0,-44.9,19.49,44.9,0.2
2024-01-06T19:00,Bharati Station,-1.6,-6.9,84,17.8,27.4,1.0,975.1,0.1,57.0,7.2,44.9,12.2,22.39,0.0,100.0
2024-01-06T20:00,Bharati Station,-1.7,-6.4,84,13.5,22.0,2.0,975.4,0.1,57.0,7.1,44.8,12.3,25.31,0.0,100.0
2024-01-06T21:00,Bharati Station,-1.8,-5.7,84,8.3,16.6,3.0,975.8,0.2,18.7,7.0,44.7,-25.8,19.73,4.6,42.2
2024-01-06T22:00,Bharati Station,-2.1,-5.1,87,2.6,10.4,8.0,976.3,0.4,0.0,6.8,44.5,-44.1,19.73,44.1,0.9
2024-01-06T23:00,Bharati Station,-2.2,-5.6,87,5.4,6.8,26.0,976.4,1.3,3.3,6.9,44.6,-40.0,19.73,40.0,10.3
2024-01-07T00:00,Bharati Station,-2.1,-5.9,85,7.0,9.4,80.0,976.4,4.0,10.1,7.0,44.7,-30.6,19.73,30.6,31.5
2024-01-07T01:00,Bharati Station,-1.8,-5.3,78,5.2,6.1,65.0,976.8,3.2,2.7,6.9,44.6,-38.7,19.73,38.7,13.2
2024-01-07T02:00,Bharati Station,-1.6,-5.6,78,8.2,10.1,69.0,976.9,3.4,17.9,6.9,44.6,-23.3,19.73,23.3,47.8
2024-01-07T03:00,Bharati Station,-1.4,-5.4,81,8.5,10.4,157.0,977.0,7.7,20.3,6.9,44.6,-16.6,19.73,16.6,62.8
2024-01-07T04:00,Bharati Station,-1.2,-5.1,81,8.0,10.4,189.0,977.2,9.3,16.5,6.9,44.6,-18.8,19.73,18.8,57.8
2024-01-07T05:00,Bharati Station,-1.2,-4.7,82,6.0,9.4,245.0,977.5,12.0,5.4,6.8,44.5,-27.1,19.73,27.1,39.1
2024-01-07T06:00,Bharati Station,-1.0,-4.5,82,5.4,7.2,291.0,977.8,14.1,3.3,6.8,44.5,-27.1,19.73,27.1,39.1
2024-01-07T07:00,Bharati Station,-1.0,-4.6,81,6.6,7.6,259.0,978.0,12.6,8.0,6.8,44.5,-23.9,19.73,23.9,46.3
2024-01-07T08:00,Bharati Station,-0.9,-4.7,82,8.1,9.7,308.0,978.3,14.9,17.2,6.9,44.6,-12.5,19.73,12.5,72.0
2024-01-07T09:00,Bharati Station,-1.0,-4.1,83,8.7,10.4,546.0,978.3,25.7,22.0,6.9,44.6,3.1,20.47,0.0,100.0
2024-01-07T10:00,Bharati Station,-1.0,-4.1,83,7.9,10.4,577.0,978.3,27.1,15.7,6.9,44.6,-1.8,20.0,0.0,96.0
2024-01-07T11:00,Bharati Station,-1.1,-4.4,85,6.4,9.4,525.0,978.4,24.8,7.0,6.8,44.5,-12.7,20.0,12.7,71.5
2024-01-07T12:00,Bharati Station,-1.3,-4.5,87,4.5,7.9,439.0,978.4,21.0,1.2,6.8,44.5,-22.3,20.0,22.3,49.9
2024-01-07T13:00,Bharati Station,-1.6,-6.5,84,14.9,20.5,113.0,978.6,5.6,57.0,7.1,44.8,17.8,24.23,0.0,100.0
2024-01-07T14:00,Bharati Station,-1.7,-6.4,81,13.4,18.4,78.0,978.5,3.9,57.0,7.1,44.8,16.1,28.05,0.0,100.0
2024-01-07T15:00,Bharati Station,-2.0,-6.6,78,12.3,16.9,44.0,978.5,2.2,57.0,7.1,44.8,14.4,31.47,0.0,100.0
2024-01-07T16:00,Bharati Station,-2.5,-7.2,79,12.1,15.8,24.0,978.5,1.2,57.0,7.2,44.9,13.3,34.63,0.0,100.0
2024-01-07T17:00,Bharati Station,-3.7,-8.6,84,14.0,19.1,15.0,978.6,0.8,57.0,7.4,45.1,12.7,37.65,0.0,100.0
2024-01-07T18:00,Bharati Station,-4.4,-9.5,82,14.5,20.5,7.0,978.5,0.4,57.0,7.5,45.2,12.2,40.55,0.0,100.0
2024-01-07T19:00,Bharati Station,-4.0,-9.0,74,12.7,20.5,3.0,978.4,0.2,57.0,7.4,45.1,12.1,43.42,0.0,100.0
2024-01-07T20:00,Bharati Station,-3.9,-8.8,69,11.9,18.0,4.0,978.5,0.2,58.5,7.3,45.0,13.7,46.67,0.0,100.0
2024-01-07T21:00,Bharati Station,-4.3,-9.4,68,12.9,18.0,14.0,978.6,0.7,57.0,7.4,45.1,12.6,49.66,0.0,100.0
2024-01-07T22:00,Bharati Station,-4.3,-9.4,67,12.7,18.7,36.0,978.4,1.8,57.0,7.4,45.1,13.7,52.91,0.0,100.0
2024-01-07T23:00,Bharati Station,-3.5,-8.4,62,11.5,18.4,83.0,978.4,4.2,52.9,7.3,45.0,12.1,55.78,0.0,100.0
2024-01-08T00:00,Bharati Station,-2.9,-8.2,49,13.0,16.9,156.0,978.2,7.7,57.0,7.3,45.0,19.7,60.46,0.0,100.0
2024-01-08T01:00,Bharati Station,-2.9,-9.9,55,25.2,32.4,247.0,977.5,12.1,0.0,7.7,45.4,-33.3,51.72,0.0,26.7
2024-01-08T02:00,Bharati Station,-2.8,-9.6,54,24.2,32.8,329.0,977.4,16.0,0.0,7.6,45.3,-29.3,44.03,0.0,35.3
2024-01-08T03:00,Bharati Station,-2.6,-9.0,53,20.9,31.3,418.0,977.3,20.1,0.0,7.5,45.2,-25.1,37.44,0.0,44.5
2024-01-08T04:00,Bharati Station,-2.5,-8.3,54,18.0,27.0,500.0,977.0,23.8,57.0,7.4,45.1,35.7,45.92,0.0,100.0
2024-01-08T05:00,Bharati Station,-2.4,-7.6,57,17.1,23.8,570.0,976.9,26.9,57.0,7.3,45.0,38.9,55.16,0.0,100.0
